,duration,pdays,emp.var.rate,euribor3m,nr.employed
2203,255.0,999.0,1.1,4.855,5191.0
2204,333.0,999.0,-1.1,1.046,4963.6
2205,281.0,999.0,-1.8,1.299,5099.1
2206,241.0,999.0,-1.8,1.41,5099.1
2207,379.0,999.0,1.1,4.856,5191.0
2208,64.0,999.0,-2.9,1.252,5076.2
2209,608.0,999.0,1.4,4.961,5228.1
2210,260.0,999.0,1.1,4.857,5191.0
2211,410.0,999.0,1.1,4.86,5191.0
2212,234.0,999.0,-1.8,1.405,5099.1
2213,333.0,999.0,1.4,4.96,5228.1
2214,79.0,999.0,-0.1,4.12,5195.8
2215,224.0,999.0,1.4,4.967,5228.1
2216,221.0,999.0,1.4,4.955,5228.1
2217,52.0,999.0,1.1,4.86,5191.0
2218,80.0,999.0,1.4,4.955,5228.1
2219,451.0,999.0,-1.8,1.266,5099.1
2220,610.0,999.0,-1.8,1.299,5099.1
2221,155.0,999.0,1.1,4.855,5191.0
2222,471.0,999.0,1.4,4.963,5228.1
2223,69.0,999.0,1.4,4.961,5228.1
2224,119.0,999.0,1.4,4.964,5228.1
2225,148.0,999.0,-2.9,0.829,5076.2
2226,673.0,999.0,-0.1,4.191,5195.8
2227,165.0,999.0,1.4,4.864,5228.1
2228,605.0,999.0,1.4,4.964,5228.1
2229,591.0,999.0,-0.1,4.021,5195.8
2230,56.0,999.0,-1.8,1.384,5099.1
2231,1491.0,999.0,1.4,4.962,5228.1
2232,633.0,999.0,1.4,4.864,5228.1
2233,238.0,999.0,1.1,4.857,5191.0
2234,390.0,999.0,1.1,4.855,5191.0
2235,123.0,999.0,1.4,4.962,5228.1
2236,12.0,999.0,-1.8,1.266,5099.1
2237,52.0,999.0,1.1,4.857,5191.0
2238,149.0,999.0,1.1,4.857,5191.0
2239,126.0,999.0,1.4,4.968,5228.1
2240,288.0,999.0,1.4,4.96,5228.1
2241,100.0,999.0,1.1,4.857,5191.0
2242,155.0,999.0,-0.1,4.153,5195.8
2243,175.0,999.0,1.4,4.964,5228.1
2244,686.0,999.0,-1.8,1.299,5099.1
2245,455.0,999.0,-1.8,1.291,5099.1
2246,64.0,999.0,1.4,4.962,5228.1
2247,101.0,999.0,1.1,4.857,5191.0
2248,172.0,999.0,-0.1,4.191,5195.8
2249,57.0,999.0,1.1,4.855,5191.0
2250,90.0,999.0,-0.1,4.076,5195.8
2251,165.0,999.0,1.4,4.959,5228.1
2252,266.0,999.0,1.1,4.859,5191.0
2253,286.0,999.0,1.4,4.957,5228.1
2254,239.0,999.0,-1.8,1.281,5099.1
2255,275.0,999.0,-2.9,0.873,5076.2
2256,234.0,999.0,1.1,4.859,5191.0
2257,155.0,999.0,-1.8,1.405,5099.1
2258,405.0,999.0,-1.8,1.415,5099.1
2259,221.0,999.0,-1.8,1.435,5099.1
2260,87.0,999.0,-1.8,1.266,5099.1
2261,415.0,3.0,-2.9,1.26,5076.2
2262,177.0,999.0,-2.9,1.224,5076.2
2263,168.0,999.0,-1.8,1.266,5099.1
2264,232.0,999.0,-1.8,1.313,5099.1
2265,87.0,999.0,1.4,4.96,5228.1
2266,66.0,999.0,1.1,4.858,5191.0
2267,370.0,999.0,-1.8,1.365,5099.1
2268,168.0,999.0,-3.4,0.741,5017.5
2269,230.0,999.0,1.4,4.96,5228.1
2270,139.0,999.0,1.4,4.96,5228.1
2271,210.0,999.0,1.1,4.859,5191.0
2272,709.0,999.0,1.4,4.963,5228.1
2273,475.0,999.0,1.1,4.86,5191.0
2274,70.0,999.0,-0.1,4.191,5195.8
2275,165.0,999.0,1.4,4.962,5228.1
2276,140.0,999.0,1.1,4.857,5191.0
2277,204.0,11.0,-1.8,1.281,5099.1
2278,190.0,999.0,1.4,4.967,5228.1
2279,118.0,999.0,1.4,4.967,5228.1
2280,295.0,999.0,-1.8,1.299,5099.1
2281,170.0,999.0,1.1,4.857,5191.0
2282,172.0,999.0,-0.1,4.153,5195.8
2283,164.0,999.0,1.1,4.858,5191.0
2284,434.0,999.0,1.1,4.856,5191.0
2285,256.0,999.0,-0.1,4.191,5195.8
2286,85.0,999.0,1.4,4.866,5228.1
2287,543.0,999.0,1.1,4.857,5191.0
2288,91.0,999.0,-0.1,4.021,5195.8
2289,217.0,999.0,-1.8,1.266,5099.1
2290,82.0,999.0,-3.4,0.742,5017.5
2291,201.0,999.0,-0.1,4.153,5195.8
2292,280.0,999.0,-1.8,1.291,5099.1
2293,390.0,999.0,-2.9,1.235,5076.2
2294,359.0,999.0,1.1,4.86,5191.0
2295,129.0,999.0,-1.8,1.41,5099.1
2296,329.0,999.0,1.1,4.857,5191.0
2297,94.0,999.0,1.1,4.855,5191.0
2298,180.0,999.0,1.1,4.858,5191.0
2299,250.0,999.0,1.1,4.857,5191.0
2300,119.0,999.0,1.4,4.964,5228.1
2301,212.0,999.0,-1.8,1.405,5099.1
2302,69.0,999.0,-2.9,0.821,5076.2
2303,198.0,999.0,1.1,4.857,5191.0
2304,291.0,999.0,-1.8,1.266,5099.1
2305,187.0,2.0,-1.8,1.27,5099.1
2306,215.0,6.0,-1.1,1.032,4963.6
2307,192.0,999.0,-1.8,1.405,5099.1
2308,881.0,999.0,1.4,4.961,5228.1
2309,129.0,999.0,1.1,4.857,5191.0
2310,225.0,999.0,-1.8,1.334,5099.1
2311,238.0,999.0,1.4,4.961,5228.1
2312,108.0,999.0,1.1,4.856,5191.0
2313,351.0,999.0,-0.1,4.12,5195.8
2314,357.0,999.0,1.4,4.96,5228.1
2315,192.0,999.0,1.1,4.857,5191.0
2316,103.0,999.0,1.4,4.964,5228.1
2317,172.0,999.0,1.4,4.958,5228.1
2318,48.0,999.0,1.4,4.967,5228.1
2319,202.0,999.0,1.4,4.963,5228.1
2320,119.0,999.0,1.1,4.857,5191.0
2321,178.0,999.0,1.4,4.961,5228.1
2322,315.0,999.0,-1.8,1.25,5099.1
2323,220.0,999.0,-1.8,1.354,5099.1
2324,20.0,999.0,-1.8,1.281,5099.1
2325,107.0,999.0,1.4,4.961,5228.1
2326,61.0,999.0,-0.1,4.153,5195.8
2327,124.0,999.0,1.4,4.966,5228.1
2328,506.0,999.0,1.4,4.958,5228.1
2329,166.0,999.0,1.1,4.857,5191.0
2330,92.0,999.0,1.4,4.968,5228.1
2331,863.0,999.0,-1.8,1.281,5099.1
2332,71.0,999.0,1.4,4.963,5228.1
2333,188.0,999.0,1.4,4.966,5228.1
2334,361.0,999.0,-1.8,0.635,5008.7
2335,250.0,999.0,1.4,4.96,5228.1
2336,117.0,999.0,-0.1,4.12,5195.8
2337,441.0,999.0,-1.8,1.405,5099.1
2338,740.0,999.0,1.1,4.857,5191.0
2339,58.0,999.0,-1.8,1.25,5099.1
2340,191.0,999.0,1.1,4.858,5191.0
2341,82.0,999.0,-0.1,4.076,5195.8
2342,154.0,999.0,1.4,4.962,5228.1
2343,180.0,999.0,-1.8,1.445,5099.1
2344,308.0,999.0,1.1,4.857,5191.0
2345,110.0,999.0,1.4,4.955,5228.1
2346,328.0,999.0,1.1,4.86,5191.0
2347,363.0,999.0,1.1,4.857,5191.0
2348,112.0,999.0,-1.8,1.405,5099.1
2349,100.0,999.0,-1.8,1.266,5099.1
2350,125.0,999.0,-2.9,0.869,5076.2
2351,70.0,999.0,-0.1,4.076,5195.8
2352,85.0,999.0,1.1,4.857,5191.0
2353,16.0,999.0,1.4,4.963,5228.1
2354,233.0,999.0,-0.1,4.153,5195.8
2355,490.0,999.0,1.1,4.86,5191.0
2356,80.0,999.0,1.4,4.959,5228.1
2357,303.0,999.0,1.4,4.961,5228.1
2358,87.0,999.0,1.4,4.864,5228.1
2359,97.0,999.0,-1.8,1.405,5099.1
2360,322.0,999.0,-0.1,4.021,5195.8
2361,185.0,999.0,1.4,4.962,5228.1
2362,400.0,999.0,1.4,4.957,5228.1
2363,210.0,999.0,-1.8,1.405,5099.1
2364,407.0,999.0,1.4,4.959,5228.1
2365,528.0,999.0,1.1,4.857,5191.0
2366,614.0,999.0,-2.9,1.268,5076.2
2367,267.0,999.0,-1.8,1.405,5099.1
2368,77.0,999.0,1.4,4.966,5228.1
2369,186.0,999.0,-1.8,1.313,5099.1
2370,181.0,999.0,-1.8,1.354,5099.1
2371,103.0,999.0,-1.8,1.313,5099.1
2372,230.0,999.0,-1.8,1.327,5099.1
2373,196.0,999.0,-1.8,1.405,5099.1
2374,143.0,999.0,-1.8,1.405,5099.1
2375,408.0,999.0,1.4,4.961,5228.1
2376,226.0,999.0,1.4,4.964,5228.1
2377,86.0,999.0,1.4,4.96,5228.1
2378,123.0,999.0,1.4,4.865,5228.1
2379,127.0,999.0,-0.1,4.153,5195.8
2380,180.0,999.0,1.4,4.962,5228.1
2381,453.0,999.0,-2.9,0.881,5076.2
2382,207.0,999.0,1.1,4.857,5191.0
2383,273.0,999.0,1.4,4.959,5228.1
2384,349.0,999.0,1.4,4.865,5228.1
2385,406.0,999.0,1.1,4.856,5191.0
2386,22.0,999.0,-1.8,1.405,5099.1
2387,1254.0,999.0,1.4,4.864,5228.1
2388,9.0,999.0,1.4,4.968,5228.1
2389,377.0,999.0,1.4,4.962,5228.1
2390,181.0,999.0,1.4,4.967,5228.1
2391,84.0,999.0,-0.1,4.153,5195.8
2392,160.0,999.0,1.4,4.96,5228.1
2393,73.0,999.0,1.4,4.97,5228.1
2394,197.0,999.0,1.4,4.967,5228.1
2395,240.0,999.0,1.4,4.965,5228.1
2396,393.0,999.0,1.1,4.855,5191.0
2397,483.0,999.0,-1.8,1.291,5099.1
2398,315.0,999.0,1.4,4.97,5228.1
2399,200.0,999.0,1.1,4.859,5191.0
2400,259.0,999.0,-1.8,1.259,5099.1
2401,276.0,999.0,1.4,4.959,5228.1
2402,82.0,999.0,-1.8,1.483,5099.1
2403,380.0,999.0,1.4,4.963,5228.1
2404,260.0,999.0,1.1,4.858,5191.0
2405,938.0,999.0,1.1,4.857,5191.0
2406,97.0,999.0,1.4,4.963,5228.1
2407,10.0,999.0,1.4,4.968,5228.1
2408,276.0,999.0,1.4,4.96,5228.1
2409,77.0,999.0,1.4,4.962,5228.1
2410,156.0,999.0,1.4,4.961,5228.1
2411,557.0,999.0,-1.8,1.244,5099.1
2412,589.0,999.0,-1.8,1.327,5099.1
2413,206.0,999.0,1.4,4.96,5228.1
2414,231.0,999.0,1.1,4.857,5191.0
2415,228.0,999.0,1.4,4.96,5228.1
2416,418.0,999.0,1.4,4.962,5228.1
2417,200.0,999.0,1.1,4.857,5191.0
2418,184.0,11.0,-1.8,0.644,5008.7
2419,178.0,999.0,1.1,4.86,5191.0
2420,90.0,999.0,1.4,4.957,5228.1
2421,251.0,999.0,-0.1,4.153,5195.8
2422,181.0,999.0,1.4,4.866,5228.1
2423,59.0,999.0,1.1,4.858,5191.0
2424,152.0,999.0,1.4,4.961,5228.1
2425,46.0,999.0,1.4,4.964,5228.1
2426,134.0,999.0,-1.8,1.313,5099.1
2427,122.0,999.0,1.4,4.96,5228.1
2428,259.0,999.0,1.4,4.968,5228.1
2429,337.0,999.0,1.4,4.964,5228.1
2430,230.0,999.0,-1.8,1.466,5099.1
2431,69.0,999.0,1.4,4.959,5228.1
2432,199.0,999.0,-1.8,1.334,5099.1
2433,212.0,999.0,1.4,4.961,5228.1
2434,111.0,999.0,1.4,4.963,5228.1
2435,71.0,999.0,1.4,4.963,5228.1
2436,157.0,999.0,-1.8,1.266,5099.1
2437,60.0,999.0,1.4,4.966,5228.1
2438,145.0,999.0,1.1,4.856,5191.0
2439,340.0,999.0,1.4,4.961,5228.1
2440,320.0,999.0,1.1,4.856,5191.0
2441,263.0,999.0,-1.8,1.313,5099.1
2442,732.0,999.0,1.4,4.962,5228.1
2443,292.0,999.0,1.4,4.963,5228.1
2444,151.0,999.0,-1.8,1.281,5099.1
2445,281.0,999.0,1.1,4.857,5191.0
2446,146.0,999.0,-1.8,1.291,5099.1
2447,505.0,999.0,1.4,4.958,5228.1
2448,180.0,6.0,-2.9,0.869,5076.2
2449,325.0,999.0,-1.8,1.327,5099.1
2450,264.0,999.0,-1.8,1.266,5099.1
2451,192.0,999.0,-0.1,4.153,5195.8
2452,359.0,999.0,-2.9,0.825,5076.2
2453,980.0,999.0,-0.1,4.021,5195.8
2454,107.0,999.0,1.1,4.858,5191.0
2455,61.0,999.0,1.4,4.865,5228.1
2456,187.0,999.0,-1.8,1.266,5099.1
2457,1015.0,999.0,-1.8,1.25,5099.1
2458,136.0,999.0,-1.8,1.344,5099.1
2459,272.0,999.0,1.4,4.961,5228.1
2460,163.0,999.0,1.4,4.96,5228.1
2461,36.0,999.0,1.4,4.959,5228.1
2462,190.0,999.0,1.1,4.856,5191.0
2463,567.0,999.0,-1.8,1.41,5099.1
2464,137.0,999.0,1.4,4.968,5228.1
2465,123.0,999.0,1.4,4.959,5228.1
2466,113.0,999.0,-1.1,0.882,4963.6
2467,451.0,999.0,1.4,4.96,5228.1
2468,64.0,999.0,-1.8,1.266,5099.1
2469,63.0,999.0,1.4,4.962,5228.1
2470,849.0,999.0,1.4,4.96,5228.1
2471,926.0,999.0,1.4,4.963,5228.1
2472,187.0,999.0,1.4,4.958,5228.1
2473,106.0,999.0,1.4,4.966,5228.1
2474,101.0,999.0,-0.1,4.076,5195.8
2475,52.0,999.0,-0.1,4.191,5195.8
2476,482.0,999.0,1.4,4.96,5228.1
2477,1059.0,999.0,1.1,4.86,5191.0
2478,471.0,999.0,-1.8,1.299,5099.1
2479,162.0,999.0,-1.8,1.27,5099.1
2480,234.0,999.0,-1.8,1.334,5099.1
2481,542.0,999.0,1.4,4.958,5228.1
2482,71.0,999.0,1.4,4.865,5228.1
2483,82.0,999.0,1.4,4.967,5228.1
2484,346.0,999.0,1.1,4.859,5191.0
2485,88.0,999.0,1.4,4.964,5228.1
2486,117.0,999.0,1.1,4.855,5191.0
2487,229.0,999.0,-1.8,1.266,5099.1
2488,113.0,999.0,-1.7,0.899,4991.6
2489,123.0,999.0,-1.8,1.266,5099.1
2490,71.0,13.0,-3.4,0.714,5017.5
2491,144.0,999.0,1.1,4.859,5191.0
2492,68.0,999.0,-1.8,1.291,5099.1
2493,1132.0,999.0,-0.1,4.153,5195.8
2494,205.0,999.0,-1.8,1.327,5099.1
2495,93.0,999.0,-1.8,1.629,5099.1
2496,54.0,999.0,1.4,4.947,5228.1
2497,99.0,999.0,-3.4,0.716,5017.5
2498,265.0,999.0,1.4,4.965,5228.1
2499,255.0,3.0,-1.1,0.882,4963.6
2500,95.0,3.0,-3.4,0.809,5017.5
2501,1057.0,999.0,-0.1,4.12,5195.8
2502,100.0,999.0,-1.8,1.405,5099.1
2503,507.0,999.0,-1.8,1.291,5099.1
2504,207.0,999.0,1.4,4.96,5228.1
2505,47.0,999.0,-0.1,4.12,5195.8
2506,662.0,2.0,-1.8,0.682,5008.7
2507,125.0,999.0,1.4,4.964,5228.1
2508,228.0,999.0,-1.8,1.41,5099.1
2509,106.0,999.0,-1.1,0.993,4963.6
2510,148.0,999.0,1.4,4.968,5228.1
2511,136.0,999.0,1.4,4.964,5228.1
2512,148.0,999.0,1.4,4.963,5228.1
2513,90.0,999.0,1.4,4.961,5228.1
2514,157.0,999.0,1.4,4.966,5228.1
2515,60.0,999.0,1.4,4.962,5228.1
2516,445.0,999.0,1.1,4.858,5191.0
2517,287.0,999.0,-2.9,1.266,5076.2
2518,1512.0,999.0,-1.8,1.281,5099.1
2519,279.0,999.0,-1.8,1.344,5099.1
2520,399.0,999.0,1.4,4.961,5228.1
2521,570.0,999.0,1.4,4.962,5228.1
2522,311.0,999.0,1.4,4.962,5228.1
2523,406.0,999.0,1.4,4.967,5228.1
2524,392.0,999.0,1.1,4.857,5191.0
2525,111.0,999.0,-1.8,1.405,5099.1
2526,478.0,999.0,-2.9,1.072,5076.2
2527,704.0,999.0,-2.9,1.059,5076.2
2528,159.0,999.0,1.4,4.967,5228.1
2529,193.0,999.0,-0.1,4.12,5195.8
2530,92.0,999.0,1.1,4.856,5191.0
2531,304.0,999.0,1.1,4.857,5191.0
2532,78.0,999.0,1.1,4.857,5191.0
2533,201.0,999.0,-1.8,1.281,5099.1
2534,224.0,999.0,-0.1,4.12,5195.8
2535,136.0,999.0,-1.8,1.266,5099.1
2536,34.0,999.0,1.1,4.856,5191.0
2537,632.0,999.0,1.4,4.966,5228.1
2538,93.0,999.0,1.4,4.963,5228.1
2539,39.0,999.0,1.1,4.86,5191.0
2540,445.0,999.0,1.1,4.86,5191.0
2541,411.0,999.0,1.4,4.961,5228.1
2542,1008.0,999.0,1.4,4.958,5228.1
2543,60.0,999.0,1.4,4.96,5228.1
2544,152.0,999.0,-1.8,1.266,5099.1
2545,26.0,999.0,-1.8,1.313,5099.1
2546,78.0,999.0,1.4,4.959,5228.1
2547,505.0,999.0,-0.1,4.021,5195.8
2548,119.0,999.0,1.1,4.856,5191.0
2549,179.0,999.0,-1.8,1.281,5099.1
2550,21.0,999.0,-1.8,1.405,5099.1
2551,207.0,999.0,-1.8,1.313,5099.1
2552,725.0,8.0,-3.4,0.722,5017.5
2553,459.0,999.0,1.4,4.967,5228.1
2554,267.0,999.0,-1.8,1.313,5099.1
2555,128.0,999.0,-0.1,4.191,5195.8
2556,278.0,999.0,-0.1,4.076,5195.8
2557,796.0,999.0,1.4,4.958,5228.1
2558,99.0,999.0,1.4,4.961,5228.1
2559,1046.0,11.0,-1.8,1.354,5099.1
2560,219.0,999.0,1.1,4.857,5191.0
2561,10.0,999.0,-1.7,0.782,4991.6
2562,48.0,999.0,-0.1,4.021,5195.8
2563,292.0,999.0,-0.1,4.191,5195.8
2564,369.0,999.0,-1.8,1.365,5099.1
2565,506.0,999.0,1.1,4.857,5191.0
2566,139.0,999.0,1.1,4.857,5191.0
2567,130.0,999.0,-1.8,1.405,5099.1
2568,106.0,999.0,-1.8,1.334,5099.1
2569,132.0,999.0,1.4,4.865,5228.1
2570,330.0,999.0,1.4,4.963,5228.1
2571,339.0,999.0,1.4,4.968,5228.1
2572,69.0,999.0,-0.1,4.191,5195.8
2573,290.0,999.0,-1.8,1.435,5099.1
2574,220.0,999.0,1.1,4.858,5191.0
2575,67.0,999.0,1.4,4.961,5228.1
2576,197.0,999.0,-2.9,0.821,5076.2
2577,283.0,999.0,1.1,4.857,5191.0
2578,265.0,999.0,-2.9,0.883,5076.2
2579,156.0,999.0,1.1,4.864,5191.0
2580,1340.0,999.0,-1.8,1.244,5099.1
2581,155.0,999.0,1.4,4.964,5228.1
2582,85.0,999.0,1.4,4.957,5228.1
2583,327.0,999.0,1.4,4.864,5228.1
2584,247.0,999.0,1.4,4.962,5228.1
2585,108.0,999.0,1.4,4.968,5228.1
2586,177.0,999.0,-0.1,4.12,5195.8
2587,667.0,999.0,-3.4,0.741,5017.5
2588,314.0,999.0,-1.8,1.281,5099.1
2589,112.0,999.0,-1.8,1.405,5099.1
2590,226.0,999.0,1.1,4.856,5191.0
2591,170.0,999.0,1.4,4.97,5228.1
2592,556.0,999.0,1.4,4.96,5228.1
2593,1180.0,999.0,-1.8,1.266,5099.1
2594,130.0,999.0,-2.9,1.262,5076.2
2595,146.0,999.0,-1.8,1.365,5099.1
2596,442.0,999.0,1.4,4.961,5228.1
2597,140.0,999.0,-2.9,1.206,5076.2
2598,128.0,999.0,1.4,4.967,5228.1
2599,75.0,999.0,-0.1,4.245,5195.8
2600,638.0,999.0,1.4,4.963,5228.1
2601,136.0,999.0,1.1,4.857,5191.0
2602,168.0,999.0,1.1,4.857,5191.0
2603,92.0,999.0,-1.8,1.405,5099.1
2604,149.0,999.0,1.4,4.961,5228.1
2605,122.0,999.0,1.1,4.856,5191.0
2606,511.0,999.0,1.4,4.866,5228.1
2607,236.0,999.0,-1.8,1.334,5099.1
2608,109.0,999.0,1.4,4.961,5228.1
2609,316.0,999.0,1.4,4.959,5228.1
2610,836.0,999.0,-1.8,1.41,5099.1
2611,48.0,999.0,1.4,4.959,5228.1
2612,35.0,999.0,1.4,4.96,5228.1
2613,4.0,999.0,-1.1,0.977,4963.6
2614,20.0,999.0,1.1,4.856,5191.0
2615,128.0,999.0,1.4,4.864,5228.1
2616,198.0,999.0,1.4,4.957,5228.1
2617,369.0,999.0,1.4,4.96,5228.1
2618,334.0,999.0,-1.8,1.405,5099.1
2619,309.0,999.0,-0.1,4.076,5195.8
2620,107.0,999.0,-2.9,0.883,5076.2
2621,376.0,999.0,-1.8,1.266,5099.1
2622,624.0,999.0,1.4,4.961,5228.1
2623,163.0,999.0,1.4,4.965,5228.1
2624,722.0,999.0,-0.1,4.153,5195.8
2625,518.0,999.0,1.4,4.963,5228.1
2626,28.0,999.0,1.1,4.864,5191.0
2627,105.0,999.0,1.4,4.864,5228.1
2628,73.0,999.0,1.4,4.963,5228.1
2629,237.0,999.0,1.1,4.859,5191.0
2630,228.0,999.0,1.4,4.968,5228.1
2631,181.0,999.0,1.1,4.857,5191.0
2632,169.0,999.0,1.4,4.964,5228.1
2633,168.0,999.0,1.4,4.961,5228.1
2634,197.0,999.0,1.4,4.967,5228.1
2635,267.0,999.0,-2.9,0.883,5076.2
2636,115.0,999.0,-1.8,1.281,5099.1
2637,250.0,999.0,1.4,4.965,5228.1
2638,199.0,999.0,-1.8,1.327,5099.1
2639,167.0,999.0,-1.8,1.266,5099.1
2640,188.0,999.0,1.1,4.857,5191.0
2641,688.0,999.0,-0.1,4.076,5195.8
2642,92.0,999.0,1.4,4.965,5228.1
2643,96.0,999.0,1.4,4.96,5228.1
2644,211.0,999.0,1.1,4.855,5191.0
2645,35.0,999.0,1.4,4.962,5228.1
2646,329.0,999.0,1.4,4.961,5228.1
2647,238.0,999.0,1.4,4.958,5228.1
2648,229.0,999.0,1.1,4.858,5191.0
2649,54.0,999.0,-1.1,0.982,4963.6
2650,220.0,999.0,1.1,4.856,5191.0
2651,107.0,999.0,-1.8,1.327,5099.1
2652,370.0,999.0,1.1,4.859,5191.0
2653,85.0,999.0,-0.1,4.076,5195.8
2654,300.0,999.0,1.4,4.964,5228.1
2655,1288.0,999.0,1.4,4.968,5228.1
2656,855.0,999.0,1.1,4.864,5191.0
2657,223.0,999.0,1.4,4.968,5228.1
2658,1255.0,999.0,1.4,4.962,5228.1
2659,116.0,9.0,-3.4,0.714,5017.5
2660,225.0,999.0,1.1,4.859,5191.0
2661,190.0,999.0,1.4,4.964,5228.1
2662,5.0,999.0,-1.1,0.878,4963.6
2663,68.0,999.0,1.4,4.865,5228.1
2664,363.0,5.0,-1.1,0.972,4963.6
2665,1171.0,999.0,1.4,4.958,5228.1
2666,212.0,999.0,-1.8,1.799,5099.1
2667,197.0,999.0,1.4,4.963,5228.1
2668,99.0,999.0,1.4,4.965,5228.1
2669,78.0,999.0,-3.0,0.718,5023.5
2670,1473.0,999.0,1.4,4.957,5228.1
2671,207.0,999.0,1.4,4.966,5228.1
2672,290.0,999.0,1.1,4.857,5191.0
2673,464.0,999.0,1.4,4.962,5228.1
2674,221.0,6.0,-3.4,0.742,5017.5
2675,366.0,999.0,1.4,4.96,5228.1
2676,285.0,3.0,-3.4,0.716,5017.5
2677,294.0,999.0,-1.8,1.281,5099.1
2678,234.0,999.0,-0.1,4.153,5195.8
2679,266.0,999.0,1.4,4.864,5228.1
2680,209.0,999.0,1.4,4.965,5228.1
2681,402.0,999.0,1.1,4.857,5191.0
2682,132.0,999.0,1.1,4.859,5191.0
2683,95.0,999.0,1.1,4.859,5191.0
2684,125.0,999.0,1.4,4.864,5228.1
2685,571.0,999.0,1.1,4.858,5191.0
2686,389.0,999.0,-0.1,4.153,5195.8
2687,236.0,999.0,1.1,4.857,5191.0
2688,303.0,999.0,1.4,4.965,5228.1
2689,201.0,999.0,-1.8,1.406,5099.1
2690,132.0,999.0,1.4,4.968,5228.1
2691,933.0,999.0,1.4,4.963,5228.1
2692,346.0,5.0,-1.7,0.707,4991.6
2693,575.0,999.0,1.1,4.858,5191.0
2694,406.0,999.0,-1.8,1.291,5099.1
2695,175.0,999.0,-1.8,1.291,5099.1
2696,74.0,999.0,1.4,4.962,5228.1
2697,322.0,999.0,1.4,4.967,5228.1
2698,245.0,999.0,1.1,4.856,5191.0
2699,91.0,999.0,1.4,4.959,5228.1
2700,136.0,999.0,1.4,4.961,5228.1
2701,570.0,999.0,1.1,4.864,5191.0
2702,237.0,999.0,-1.8,1.354,5099.1
2703,911.0,999.0,1.1,4.857,5191.0
2704,123.0,999.0,-1.8,1.334,5099.1
2705,142.0,999.0,1.4,4.97,5228.1
2706,168.0,999.0,1.4,4.965,5228.1
2707,46.0,999.0,-0.1,4.12,5195.8
2708,680.0,999.0,1.1,4.859,5191.0
2709,91.0,999.0,-1.8,1.334,5099.1
2710,720.0,999.0,1.4,4.965,5228.1
2711,352.0,6.0,-3.0,0.715,5023.5
2712,612.0,999.0,1.4,4.865,5228.1
2713,207.0,999.0,1.4,4.961,5228.1
2714,322.0,999.0,1.1,4.857,5191.0
2715,368.0,999.0,1.4,4.96,5228.1
2716,187.0,999.0,-2.9,0.834,5076.2
2717,97.0,999.0,1.1,4.859,5191.0
2718,162.0,999.0,1.1,4.857,5191.0
2719,1489.0,999.0,-1.8,1.334,5099.1
2720,252.0,999.0,-1.1,1.0,4963.6
2721,13.0,999.0,-0.1,4.021,5195.8
2722,458.0,999.0,-3.4,0.77,5017.5
2723,364.0,999.0,1.1,4.855,5191.0
2724,104.0,999.0,-3.4,0.739,5017.5
2725,96.0,999.0,-1.8,1.334,5099.1
2726,76.0,999.0,-0.1,4.191,5195.8
2727,194.0,999.0,1.4,4.963,5228.1
2728,158.0,999.0,1.1,4.857,5191.0
2729,87.0,999.0,1.4,4.963,5228.1
2730,314.0,999.0,1.1,4.858,5191.0
2731,198.0,999.0,1.1,4.857,5191.0
2732,34.0,999.0,1.4,4.957,5228.1
2733,124.0,999.0,-3.4,0.714,5017.5
2734,352.0,999.0,1.1,4.855,5191.0
2735,192.0,999.0,1.4,4.96,5228.1
2736,16.0,999.0,1.4,4.966,5228.1
2737,464.0,999.0,-0.1,4.153,5195.8
2738,165.0,999.0,-1.8,0.682,5008.7
2739,29.0,999.0,-0.1,4.021,5195.8
2740,135.0,999.0,1.4,4.961,5228.1
2741,374.0,999.0,-1.1,0.879,4963.6
2742,332.0,999.0,1.1,4.857,5191.0
2743,209.0,999.0,1.1,4.856,5191.0
2744,230.0,999.0,-0.1,4.021,5195.8
2745,59.0,999.0,-0.1,4.191,5195.8
2746,245.0,999.0,1.1,4.855,5191.0
2747,351.0,999.0,1.1,4.856,5191.0
2748,500.0,999.0,-3.0,0.707,5023.5
2749,55.0,999.0,1.4,4.963,5228.1
2750,415.0,999.0,1.4,4.963,5228.1
2751,14.0,999.0,-1.8,1.281,5099.1
2752,47.0,999.0,1.4,4.964,5228.1
2753,59.0,999.0,-0.1,4.021,5195.8
2754,126.0,999.0,-1.8,1.327,5099.1
2755,10.0,999.0,-1.8,1.266,5099.1
2756,213.0,999.0,1.4,4.966,5228.1
2757,442.0,999.0,1.4,4.967,5228.1
2758,262.0,999.0,-0.1,4.076,5195.8
2759,96.0,999.0,-0.1,4.12,5195.8
2760,113.0,999.0,1.4,4.865,5228.1
2761,509.0,999.0,-2.9,1.268,5076.2
2762,109.0,999.0,1.4,4.966,5228.1
2763,508.0,999.0,-2.9,1.26,5076.2
2764,37.0,999.0,1.1,4.856,5191.0
2765,161.0,5.0,-1.7,0.704,4991.6
2766,65.0,999.0,1.1,4.864,5191.0
2767,408.0,999.0,-2.9,0.883,5076.2
2768,105.0,999.0,1.4,4.968,5228.1
2769,93.0,999.0,-0.1,4.191,5195.8
2770,189.0,999.0,-2.9,1.262,5076.2
2771,29.0,999.0,-1.8,1.244,5099.1
2772,389.0,999.0,1.1,4.855,5191.0
2773,125.0,999.0,-1.8,1.266,5099.1
